QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,VIC,221,Canterbury West,257,50.99,247,49.01,504,99.21,4,0.79,508
1,VIC,198,Cape Clear,64,27.83,166,72.17,230,100,0,0,230
1,VIC,323,Cape Paterson,178,58.36,127,41.64,305,97.44,8,2.56,313
1,VIC,198,Cardigan Village,117,34.93,218,65.07,335,99.11,3,0.89,338
1,VIC,224,Cardross,88,20.18,348,79.82,436,99.54,2,0.46,438
1,VIC,224,Carisbrook,90,32.26,189,67.74,279,99.64,1,0.36,280
1,VIC,228,Carlton,873,80.61,210,19.39,1083,98.63,15,1.37,1098
1,VIC,228,Carlton Central,1672,90.33,179,9.67,1851,99.52,9,0.48,1860
1,VIC,228,Carlton South,1340,78.96,357,21.04,1697,99.18,14,0.82,1711
1,VIC,215,Carnegie,1477,67.69,705,32.31,2182,98.91,24,1.09,2206
1,VIC,215,Carnegie East,888,60.95,569,39.05,1457,98.85,17,1.15,1474
1,VIC,215,Carnegie North,957,64.97,516,35.03,1473,99.8,3,0.2,1476
1,VIC,215,Carnegie Upper,618,68.44,285,31.56,903,98.69,12,1.31,915
1,VIC,214,Carnegie West (Goldstein),550,68.32,255,31.68,805,99.38,5,0.62,810
1,VIC,215,Carnegie West (Higgins),624,69.57,273,30.43,897,98.68,12,1.32,909
1,VIC,309,Caroline Springs,552,49.02,574,50.98,1126,98.25,20,1.75,1146
1,VIC,309,Caroline Springs Central,968,46.79,1101,53.21,2069,98.76,26,1.24,2095
1,VIC,321,Caroline Springs FRASER PPVC,311,39.52,476,60.48,787,98.99,8,1.01,795
1,VIC,309,Caroline Springs GORTON PPVC,7688,34.72,14453,65.28,22141,98.82,265,1.18,22406
